@RELATION data

@ATTRIBUTE 50daymovingaverage REAL
@ATTRIBUTE volume REAL
@ATTRIBUTE market/bookratio REAL
@ATTRIBUTE p/e REAL
@ATTRIBUTE debt/equityratio REAL
@ATTRIBUTE freecashflowyield REAL
@ATTRIBUTE class {FALSE,TRUE}

@DATA
0.91792383,61993400,1.297496941,11.66666614,0.54771274,-0.010868484,TRUE
0.920706463,41042400,1.297496941,11.66666614,0.54771274,-0.010868484,TRUE
0.926577413,48379800,1.301910298,11.70634958,0.54771274,-0.010837401,TRUE
0.885720019,69234200,1.240124638,11.15079323,0.54771274,-0.011289405,TRUE
0.916049811,105165200,1.278078616,11.49206294,0.54771274,-0.01100739,TRUE
0.900443289,56544600,1.251599216,11.25396887,0.54771274,-0.011202631,TRUE
0.915666972,45397800,1.269252199,11.41269869,0.54771274,-0.01107171,TRUE
0.918175671,39561200,1.268369528,11.404762,0.54771274,-0.011078183,TRUE
0.919603618,62367200,1.264838843,11.37301524,0.54771274,-0.011104153,TRUE
0.920308617,50603000,1.261308305,11.34126981,0.54771274,-0.011130244,TRUE
0.913944435,67457600,1.248068531,11.22222212,0.54771274,-0.011229189,TRUE
0.91990292,70737800,1.250716545,11.24603219,0.54771274,-0.011209259,TRUE
0.946536968,71660400,1.279843959,11.50793632,0.54771274,-0.010994616,TRUE
0.970186433,106999200,1.306323506,11.74603171,0.54771274,-0.010806496,TRUE
0.98785894,82160400,1.325741831,11.92063491,0.54771274,-0.010672583,TRUE
0.96238894,51486400,1.286905181,11.57142851,0.54771274,-0.010943813,TRUE
0.985995805,88197200,1.312502058,11.80158721,0.54771274,-0.010763524,FALSE
0.98815541,65927400,1.310736715,11.78571383,0.54771274,-0.010775767,TRUE
0.978858247,62665400,1.292201061,11.61904732,0.54771274,-0.010906018,FALSE
1.002174825,63670600,1.317797938,11.84920602,0.54771274,-0.010726962,FALSE
0.987969583,52161200,1.297496941,11.66666614,0.54771274,-0.010868484,FALSE
0.98967297,51538200,1.299262284,11.68253952,0.54771274,-0.010856029,FALSE
0.975485043,59424400,1.27166444,-7.967032836,0.537973138,0.00348941,FALSE
0.976696604,85605800,1.27254147,-7.972527467,0.537973138,0.003486982,FALSE
0.954195947,57337000,1.24272318,-7.78571459,0.537973138,0.003571463,FALSE
0.964118627,54474000,1.254124278,-7.857142962,0.537973138,0.003538682,FALSE
0.946336119,47706400,1.230445053,-7.708791586,0.537973138,0.003607451,TRUE
0.929513563,61174400,1.20764271,-7.565933924,0.537973138,0.003676248,TRUE
0.925111937,113411200,1.19974966,-7.516483619,0.537973138,0.003700677,TRUE
0.921318446,89171600,1.191856536,-7.467032854,0.537973138,0.003725433,TRUE
0.95806508,80393600,1.237461,-7.752746802,0.537973138,0.003586799,TRUE
0.985613178,73669400,1.27254147,-7.972527467,0.537973138,0.003486982,TRUE
1.002838052,48601000,1.295343666,-8.115384212,0.537973138,0.003425027,FALSE
1.02768513,101379600,1.329547106,-8.329670246,0.537973138,0.003336116,FALSE
0.987252482,76906200,1.276926474,-7.999999707,0.537973138,0.003474894,TRUE
0.957934996,117324200,1.237461,-7.752746802,0.537973138,0.003586799,TRUE
0.974820507,72074800,1.257632252,-7.87912057,0.537973138,0.003528717,TRUE
0.99036837,59630200,1.276926474,-7.999999707,0.537973138,0.003474894,TRUE
1.000285762,54537000,1.289204602,-8.07692271,0.537973138,0.00344149,FALSE
1.012134753,52259200,1.30499085,-8.175824239,0.537973138,0.003399474,FALSE
0.999863934,43687000,1.288327718,-8.071428996,0.537973138,0.003443854,FALSE
1.04982237,69767600,1.352349448,-8.472527907,0.537973138,0.003279363,FALSE
1.063047376,87325000,1.36901258,-8.57692315,0.537973138,0.003239096,FALSE
1.052244179,64794800,1.354103362,-8.483516253,0.537973138,0.003275077,FALSE
1.088941615,67669000,1.40146196,-8.780219922,0.537973138,0.003163452,FALSE
1.095149231,73959200,1.409355084,-8.829670686,0.537973138,0.003145583,FALSE
1.114320015,47457200,1.43478837,-8.989011324,0.537973138,0.003089355,FALSE
1.148604506,94204600,1.481269791,-9.280219445,0.537973138,0.002991624,FALSE
1.14714705,52673600,1.482146821,-9.285714076,0.537973138,0.002989839,FALSE
1.165119516,54097400,1.510211197,-9.461538608,0.537973138,0.002933835,FALSE
1.080672233,84044800,1.40321602,-8.791209184,0.537973138,0.003159464,FALSE
1.068220472,47516000,1.389183832,-8.703296918,0.537973138,0.003191655,FALSE
1.021797442,38243800,1.329547106,-8.329670246,0.537973138,0.003336116,FALSE
1.051895354,55948200,1.37164367,-8.593407044,0.537973138,0.003232828,FALSE
1.046969209,57934800,1.36725852,-8.565933888,0.537973138,0.003243288,FALSE
1.091542176,35428400,1.429526189,-8.956043537,0.537973138,0.003100823,FALSE
1.065862959,40248600,1.39883087,-8.763736028,0.537973138,0.003169454,FALSE
1.044029319,41144600,1.372520554,-8.598900758,0.537973138,0.003230744,FALSE
1.017403175,52738000,1.33919429,-8.390110273,0.537973138,0.003311867,FALSE
1.033019373,52185000,1.361996486,-8.532967017,0.537973138,0.003255929,FALSE
1.084375734,104620600,1.43391134,-8.983516693,0.537973138,0.003091261,FALSE
1.059240693,56964600,1.404092903,-8.796702898,0.537973138,0.003157473,FALSE
1.054543061,49856800,1.40058493,-8.77472529,0.537973138,0.00316545,FALSE
1.016745664,60065600,1.351472418,-8.467033276,0.537973138,0.00328151,FALSE
1.036242067,71699600,1.378659618,-8.63736226,0.537973138,0.003216232,FALSE
1.020502178,35858200,1.359365396,-8.516483123,0.537973138,0.003262287,FALSE
0.999026008,99685600,1.331301166,-8.340659508,0.537973138,0.003331681,FALSE
0.997302805,56967400,1.329547106,-8.329670246,0.537973138,0.003336116,FALSE
0.98437627,81439400,1.312883974,-8.225275003,0.537973138,0.003378848,FALSE
0.962398659,60849600,1.283065538,-8.038461208,0.537973138,0.003458111,FALSE
0.983125755,61339600,1.311129914,-8.21428574,0.537973138,0.00338341,FALSE
0.969935328,59021200,1.293589752,-8.104395866,0.537973138,0.003429715,FALSE
1.003757475,77152600,1.340071174,-8.395603987,0.537973138,0.00330968,FALSE
1.01624421,63375200,1.358488512,-8.510989409,0.537973138,0.003264412,FALSE
0.995230271,37335200,1.332178196,-8.34615414,0.537973138,0.003329468,FALSE
0.968400912,41195000,1.297097726,-8.126373474,0.537973138,0.003420353,FALSE
0.971286513,62906200,1.30235976,-8.159340345,0.537973138,0.003406405,FALSE
0.984642692,55665400,1.322531012,-8.285714113,0.537973138,0.003353976,FALSE
0.950238034,37675400,1.277803504,-8.005494338,0.537973138,0.003472487,TRUE
0.925370778,86879800,1.245354124,-7.802197566,0.537973138,0.003563845,TRUE
0.92142475,79524200,1.24009209,-7.769230696,0.537973138,0.003579114,TRUE
0.944256886,31456600,1.27078741,-7.961538205,0.537973138,0.003491841,TRUE
0.936285629,9835000,1.259386312,-7.890109832,0.537973138,0.003523755,TRUE
0.939825144,21355600,1.262894432,-7.912088357,0.537973138,0.003513873,TRUE
0.918234048,20008800,1.233075996,-7.725274563,0.537973138,0.003599679,TRUE
0.918935156,38760400,1.232248177,-50.24999976,0.523080661,0.019510361,TRUE
0.935928368,50181600,1.255018869,-51.1785686,0.523080661,0.01912185,TRUE
0.966322358,45357200,1.296181454,-52.85714269,0.523080661,0.018457439,FALSE
0.97259759,36863400,1.304939491,-53.21428776,0.523080661,0.018321987,FALSE
0.972572196,97633200,1.304939491,-53.21428776,0.523080661,0.018321987,FALSE
0.969106037,85586200,1.300560399,-53.03571224,0.523080661,0.018389465,FALSE
0.950607558,57411200,1.274286434,-51.96428299,0.523080661,0.018804993,FALSE
0.960267971,53813200,1.285671926,-52.42857337,0.523080661,0.018622646,FALSE
0.963792301,43775200,1.289175053,-52.57142782,0.523080661,0.01856725,FALSE
0.959595924,44735600,1.281292834,-52.24999785,0.523080661,0.01869236,FALSE
0.960123065,46715200,1.279541344,-52.17857361,0.523080661,0.01872039,FALSE
0.95070561,92782200,1.263776906,-51.53571367,0.523080661,0.018976509,FALSE
0.966113293,139767600,1.280417016,-52.21428275,0.523080661,0.018706366,FALSE
0.93521176,66690400,1.234875632,-50.35714507,0.523080661,0.019464728,FALSE
0.933869798,63364000,1.227869232,-50.07143021,0.523080661,0.019586892,FALSE
0.927162923,53785200,1.215607995,-49.5714277,0.523080661,0.019804409,FALSE
0.948651042,57064000,1.241006214,-50.60714483,0.523080661,0.019359079,FALSE
0.925565713,76367200,1.208601594,-49.28571284,0.523080661,0.019930888,FALSE
0.949622283,97851600,1.237502941,-50.46428442,0.523080661,0.01941931,FALSE
0.981197088,71563800,1.276913889,-52.0714283,0.523080661,0.018762596,FALSE
1.006607313,93261000,1.3075668,-53.32142711,0.523080661,0.01828174,FALSE
0.967606842,101764600,1.254143197,-51.14285946,0.523080661,0.019136504,FALSE
0.972004112,85306200,1.257646324,-51.28571391,0.523080661,0.019078014,FALSE
0.993130742,66196200,1.283920289,-52.35714316,0.523080661,0.018650469,FALSE
0.990313945,79353400,1.278665526,-52.14285851,0.523080661,0.018734438,FALSE
0.982672348,55403600,1.265528543,-51.60714388,0.523080661,0.018947706,FALSE
0.983425556,44787400,1.263776906,-51.53571367,0.523080661,0.018976509,TRUE
0.966741374,67425400,1.239254578,-50.53571463,0.523080661,0.019389148,TRUE
0.981827618,41972000,1.256770506,-51.24999881,0.523080661,0.019092603,TRUE
0.983671715,41195000,1.256770506,-51.24999881,0.523080661,0.019092603,TRUE
0.987917109,57171800,1.260273779,-51.39285922,0.523080661,0.019034378,TRUE
0.999093031,52123400,1.273410762,-51.92857385,0.523080661,0.018819166,TRUE
1.008705002,60824400,1.284796108,-52.39285827,0.523080661,0.018636547,TRUE
1.049527863,72724400,1.337344038,-54.53571677,0.523080661,0.017837649,TRUE
1.020352035,60092200,1.300560399,-53.03571224,0.523080661,0.018389465,TRUE
1.015106273,56088200,1.293553999,-52.74999738,0.523080661,0.018498466,TRUE
1.030559495,39361000,1.313697382,-53.57142687,0.523080661,0.018188511,TRUE
1.013448494,45063200,1.29092669,-52.64285803,0.523080661,0.018539674,TRUE
1.033367734,47160400,1.315449018,-53.64285707,0.523080661,0.018162048,TRUE
0.998540053,54273800,1.269907488,-51.78571343,0.523080661,0.01887608,TRUE
1.023232734,38585400,1.301436217,-53.07142735,0.523080661,0.018375929,TRUE
1.033333779,48774600,1.3145732,-53.60714197,0.523080661,0.01817527,TRUE
1.009147763,50940400,1.283044471,-52.32142806,0.523080661,0.018664412,TRUE
1.002962011,31603600,1.275162252,-51.99999809,0.523080661,0.018790839,TRUE
1.006512677,31670800,1.280417016,-52.21428275,0.523080661,0.018706366,TRUE
1.001802662,24964800,1.275162252,-51.99999809,0.523080661,0.018790839,TRUE
0.999683548,50246000,1.272534943,-51.89285874,0.523080661,0.018833362,TRUE
0.988661706,33643400,1.258522143,-51.32142901,0.523080661,0.019063446,TRUE
0.97925873,40297600,1.246260978,-50.82142949,0.523080661,0.019269431,TRUE
0.978355103,55640200,1.24538516,-50.78571439,0.523080661,0.019284315,TRUE
1.011850741,83861400,1.289175053,-52.57142782,0.523080661,0.01856725,TRUE
1.015346959,38274600,1.294429817,-52.78571248,0.523080661,0.01848477,TRUE
1.03084994,99978200,1.3145732,-53.60714197,0.523080661,0.01817527,TRUE
1.030021671,57495200,1.313697382,-53.57142687,0.523080661,0.018188511,TRUE
1.026517813,35329000,1.309318436,-53.39285731,0.523080661,0.018255005,TRUE
1.023686979,40794600,1.305815309,-53.25000286,0.523080661,0.018308551,TRUE
1.029230106,74487000,1.313697382,-53.57142687,0.523080661,0.018188511,TRUE
0.986422121,40275200,1.258522143,-51.32142901,0.523080661,0.019063446,TRUE
0.99901124,41924400,1.274286434,-51.96428299,0.523080661,0.018804993,TRUE
0.989697763,44585800,1.26202527,-51.46428347,0.523080661,0.019005401,TRUE
0.995356352,30598400,1.26903167,-51.74999833,0.523080661,0.018890362,TRUE
1.000659308,36325800,1.276038071,-52.0357132,0.523080661,0.018776707,TRUE
0.97176787,64164800,1.249032458,25.24999976,0.536844648,0.014566477,TRUE
0.97306215,38585400,1.250799164,25.28571486,0.536844648,0.014539774,TRUE
1.002499414,42842800,1.289665809,26.07142925,0.536844648,0.01397615,TRUE
0.992096204,36428000,1.277299163,25.82142949,0.536844648,0.014150686,TRUE
0.988340155,36505000,1.272882398,25.73214173,0.536844648,0.014214083,TRUE
0.992887365,49215600,1.279949074,25.87499917,0.536844648,0.014112921,TRUE
0.989712495,32233600,1.27641581,25.80357194,0.536844648,0.01416332,TRUE
0.972423963,36681400,1.253449076,25.33928454,0.536844648,0.014499907,TRUE
0.985515609,26775000,1.269349134,25.66071451,0.536844648,0.014265209,TRUE
0.906668141,348177200,1.165999198,23.57142866,0.536844648,0.015942516,TRUE
0.933769768,125739600,1.199565873,24.25000072,0.536844648,0.01535609,TRUE
0.922316074,75992000,1.182782536,23.91071469,0.536844648,0.015643809,TRUE
0.91369579,254044000,1.169532536,23.64285737,0.536844648,0.015878686,TRUE
0.907079644,154064400,1.158932522,23.42857122,0.536844648,0.016071728,TRUE
0.910085774,38080000,1.160699228,23.46428633,0.536844648,0.016039228,TRUE
0.936542468,75142200,1.193382476,24.12499934,0.536844648,0.015460853,TRUE
0.942401143,52420200,1.199565873,24.25000072,0.536844648,0.01535609,TRUE
0.933865102,81277000,1.187199153,23.99999946,0.536844648,0.015567054,TRUE
0.928954159,51329600,1.179249198,23.83928597,0.536844648,0.015705761,TRUE
0.965355861,159199600,1.224299166,24.75000024,0.536844648,0.014950865,TRUE
0.980118772,114559200,1.241965782,25.10714233,0.536844648,0.01467427,TRUE
0.992725608,114543800,1.256099134,25.39285719,0.536844648,0.014460255,TRUE
1.003185603,85689800,1.268465781,25.64285696,0.536844648,0.014278048,TRUE
1.009924545,80295600,1.27641581,25.80357194,0.536844648,0.01416332,TRUE
1.1228349,388927000,1.421282301,28.73214185,0.536844648,0.01235439,TRUE
1.21654502,378623000,1.545832265,31.25,0.536844648,0.011132011,TRUE
1.22250237,263594800,1.559082264,31.51785731,0.536844648,0.011016058,TRUE
1.240728989,171934000,1.58999888,32.14285672,0.536844648,0.010754671,TRUE
1.255454026,147096600,1.616498879,32.67857134,0.536844648,0.010540302,TRUE
1.267119036,104843200,1.639465465,33.14285576,0.536844648,0.01036131,TRUE
1.267670678,111699000,1.6491822,33.33928585,0.536844648,0.0102874,TRUE
1.252735134,88872000,1.63858226,33.12500119,0.536844648,0.010368081,TRUE
1.257908089,71248800,1.654482171,33.44642818,0.536844648,0.010247528,TRUE
1.255459229,85407000,1.660665494,33.57142806,0.536844648,0.010201399,TRUE
1.202977565,111472200,1.598832262,32.32142925,0.536844648,0.010682252,TRUE
1.177023238,104055000,1.571448911,31.76785707,0.536844648,0.010909993,TRUE
1.175362799,76252400,1.576748881,31.8749994,0.536844648,0.01086516,TRUE
1.19471811,44615200,1.611198908,32.57142901,0.536844648,0.010582489,TRUE
1.19432568,51679600,1.618265585,32.71428645,0.536844648,0.010526313,TRUE
1.224288638,72532600,1.66773217,33.71428549,0.536844648,0.010149187,TRUE
1.180375264,84919800,1.614732173,32.64285624,0.536844648,0.010554327,TRUE
1.164091971,83441400,1.598832262,32.32142925,0.536844648,0.010682252,TRUE
1.150007068,95687200,1.585582263,32.05357194,0.536844648,0.01079125,TRUE
1.11434669,104647200,1.541415648,31.16071522,0.536844648,0.011171206,TRUE
1.102154688,90214600,1.529049001,30.91071546,0.536844648,0.011282436,TRUE
1.116029005,67800600,1.554665647,31.42857254,0.536844648,0.011054439,TRUE
1.114199081,51374400,1.558198911,31.49999976,0.536844648,0.011023713,TRUE
1.079512571,60347000,1.514915649,30.6250006,0.536844648,0.0114123,TRUE
1.053800989,64988000,1.48311568,29.98214364,0.536844648,0.011715714,TRUE
1.074757542,44161600,1.517565561,30.67857027,0.536844648,0.011387724,TRUE
1.087146162,56278600,1.541415648,31.16071522,0.536844648,0.011171206,TRUE
1.102124829,63147000,1.569682205,31.73214197,0.536844648,0.01092502,TRUE
1.076651121,47811400,1.538765589,31.10714257,0.536844648,0.011194856,TRUE
1.123892672,59631600,1.61384882,32.62499869,0.536844648,0.010561354,TRUE
1.113791713,44366000,1.606782291,32.48214424,0.536844648,0.010617904,TRUE
1.164135868,113745800,1.688932198,34.14285779,0.536844648,0.009995708,TRUE
1.15873597,95382000,1.690698904,34.17857289,0.536844648,0.009983127,TRUE
1.155359813,89136600,1.695998874,34.28571522,0.536844648,0.009945575,TRUE
1.140497879,76840400,1.683632228,34.03571546,0.536844648,0.010033641,TRUE
1.116288974,128595600,1.658898788,33.53571296,0.536844648,0.010214537,TRUE
1.127331113,82453000,1.686282139,34.08928514,0.536844648,0.010014639,TRUE
1.131258823,40426400,1.703948756,34.44642723,0.536844648,0.009889774,TRUE
1.091390065,91448000,1.654482171,33.44642818,0.536844648,0.010247528,TRUE
1.102983762,55538000,1.645847515,27.22857237,0.534302049,-0.006731301,TRUE
1.097164249,45248000,1.648437956,27.27142811,0.534302049,-0.00671836,TRUE
1.100224978,81324600,1.663981179,27.52857208,0.534302049,-0.006641739,TRUE
1.085353154,34442800,1.65189207,27.32857227,0.534302049,-0.00670118,TRUE
1.119171752,71568000,1.715791586,28.3857131,0.534302049,-0.006398499,TRUE
1.139970471,64184400,1.761557583,29.1428566,0.534302049,-0.006197991,TRUE
1.104030884,53411400,1.717518643,28.41428518,0.534302049,-0.006390697,TRUE
1.080204301,42733600,1.690749839,27.97142744,0.534302049,-0.006513801,TRUE
1.088339165,34214600,1.714064674,28.3571434,0.534302049,-0.006406319,TRUE
1.084492296,47101600,1.718382171,28.42857122,0.534302049,-0.006386803,TRUE
1.062711343,51661400,1.693340424,28.01428556,0.534302049,-0.00650168,TRUE
1.072407718,62732600,1.715791586,28.3857131,0.534302049,-0.006398499,TRUE
1.123873405,187803000,1.804732994,29.85714197,0.534302049,-0.006020022,TRUE
1.117863313,74709600,1.801279024,29.80000019,0.534302049,-0.006033882,TRUE
1.101385118,45952200,1.779691247,29.44285631,0.534302049,-0.006121978,TRUE
1.108576568,49606200,1.796097998,29.71428633,0.534302049,-0.006054793,TRUE
1.105415963,35758800,1.79523447,29.70000029,0.534302049,-0.006058293,TRUE
1.088398576,57309000,1.771056251,29.30000067,0.534302049,-0.006157941,TRUE
1.139441422,54171600,1.859997658,30.77142954,0.534302049,-0.005806606,TRUE
1.107698465,42589400,1.812504605,29.98571396,0.534302049,-0.005989067,TRUE
1.091238505,49280000,1.789189915,29.60000038,0.534302049,-0.006082901,TRUE
1.065618573,43398600,1.75119553,28.97142887,0.534302049,-0.00624228,TRUE
1.103838306,75366200,1.820276217,30.11428595,0.534302049,-0.005958429,TRUE
1.082246585,37401000,1.790053443,29.61428642,0.534302049,-0.006079373,TRUE
1.103882573,57528800,1.831501798,30.29999971,0.534302049,-0.005914724,TRUE
1.05841543,62360200,1.75983067,29.1142869,0.534302049,-0.006205329,TRUE
1.018671331,61366200,1.695067481,28.04285765,0.534302049,-0.006493625,TRUE
1.032471323,43594600,1.720972757,28.47142935,0.534302049,-0.00637515,TRUE
1.015827066,34414800,1.69593101,28.05714369,0.534302049,-0.006489605,TRUE
1.015065897,34307000,1.697657922,28.08571339,0.534302049,-0.00648158,TRUE
1.014773465,41109600,1.701112036,28.14285755,0.534302049,-0.006465589,TRUE
1.036434396,71024800,1.74256039,28.82857084,0.534302049,-0.006279675,TRUE
1.023158098,48195000,1.724426726,28.52857113,0.534302049,-0.00635968,TRUE
1.007699647,31466400,1.701975564,28.15714359,0.534302049,-0.006461603,TRUE
1.036528185,48193600,1.756376556,29.05714273,0.534302049,-0.006220057,TRUE
1.031796781,33422200,1.7546495,29.02857065,0.534302049,-0.006227447,TRUE
1.062699803,68303200,1.814231662,30.01428604,0.534302049,-0.005982232,TRUE
1.091916419,63831600,1.872086768,30.97142935,0.534302049,-0.005761923,FALSE
1.048340156,62566000,1.803006081,29.82857227,0.534302049,-0.006026944,TRUE
1.043730615,34445600,1.801279024,29.80000019,0.534302049,-0.006033882,FALSE
1.050315315,41239800,1.817685632,30.07142782,0.534302049,-0.005968607,FALSE
1.06826339,56425600,1.854816488,30.68571329,0.534302049,-0.005825969,FALSE
1.100214217,79906400,1.916125707,31.70000076,0.534302049,-0.005604806,FALSE
1.117194222,65788800,1.952393035,32.30000019,0.534302049,-0.005481708,FALSE
1.124995105,60533200,1.973117285,32.64285803,0.534302049,-0.005413764,FALSE
1.125606924,67207000,1.98175228,32.78571367,0.534302049,-0.005385949,FALSE
1.115290676,49945000,1.971390228,32.61428595,0.534302049,-0.005419361,FALSE
1.095519533,60033400,1.942894367,32.14285612,0.534302049,-0.005513423,FALSE
1.103497794,41811000,1.963618616,32.48571396,0.534302049,-0.005444695,FALSE
1.081721452,45092600,1.931668786,31.95714235,0.534302049,-0.005551379,FALSE
1.069307326,56222600,1.915262179,31.68571472,0.534302049,-0.005607804,FALSE
1.084000453,53421200,1.948075538,32.22857237,0.534302049,-0.005496078,FALSE
1.105876929,44997400,1.994704918,32.99999952,0.534302049,-0.005344757,FALSE
1.060143166,56711200,1.91785262,31.72857046,0.534302049,-0.005598819,FALSE
1.064772018,67251800,1.930805258,31.94285631,0.534302049,-0.005554321,FALSE
1.051620722,72349200,1.910081153,31.60000086,0.534302049,-0.005625862,FALSE
1.084668608,63226800,1.975707726,32.68571377,0.534302049,-0.005405389,FALSE
1.067410392,51489200,1.94980245,32.25714207,0.534302049,-0.005490321,FALSE
1.041578202,44955400,1.906627039,31.54285669,0.534302049,-0.005637965,FALSE
1.05556912,33112800,1.936849812,32.04285622,0.534302049,-0.005533796,FALSE
1.00171968,75321400,1.841000466,30.45714378,0.534302049,-0.00587824,FALSE
0.95939817,143595200,1.764148168,29.18571472,0.534302049,-0.006187017,FALSE
0.971799475,86812600,1.78659933,29.55714226,0.534302049,-0.006093509,FALSE
1.000037567,91425600,1.854784447,12.67857154,0.613781672,0.002134091,FALSE
0.97270603,71356600,1.804278586,12.33333349,0.613781672,0.002200876,FALSE
0.976001359,59028200,1.810374116,12.37500012,0.613781672,0.002192595,FALSE
0.965872813,51014600,1.791216716,12.24404772,0.613781672,0.002218834,TRUE
1.017335543,74900000,1.888745339,12.91071475,0.613781672,0.002091417,FALSE
1.044742515,67082400,1.940992676,13.26785684,0.613781672,0.002028998,FALSE
1.086061772,104543600,2.021976331,13.82142901,0.613781672,0.001939286,FALSE
1.076222318,107167200,2.00804365,13.72619073,0.613781672,0.001954151,FALSE
1.091195023,86937200,2.042004397,13.95833294,0.613781672,0.00191831,FALSE
1.099237755,43709400,2.062032608,14.09523785,0.613781672,0.001897782,FALSE
1.126553343,69966400,2.120375619,14.49404756,0.613781672,0.001840413,FALSE
1.13230693,68854800,2.137791398,14.61309493,0.613781672,0.001823954,FALSE
1.140090612,152525800,2.161302852,14.77380991,0.613781672,0.001802195,FALSE
1.064433711,243920600,2.024588618,13.83928557,0.613781672,0.001936524,TRUE
1.038860223,89952800,1.981049098,13.54166667,0.613781672,0.00198361,TRUE
1.056866939,69783000,2.021976331,13.82142901,0.613781672,0.001939286,FALSE
1.051676414,44115400,2.018493088,13.79761895,0.613781672,0.001942981,FALSE
1.029761754,40399800,1.981919909,13.54761918,0.613781672,0.001982646,FALSE
1.037529807,41302800,2.00194812,13.6845241,0.613781672,0.001960726,FALSE
1.017513839,54964000,1.967987227,13.4523809,0.613781672,0.001998186,FALSE
1.014872822,40503400,1.967987227,13.4523809,0.613781672,0.001998186,FALSE
1.061943755,62928600,2.065515851,14.11904792,0.613781672,0.001894257,FALSE
1.057409895,66770200,2.062903418,14.10119037,0.613781672,0.001896899,FALSE
1.028718554,65139200,2.010655936,13.74404728,0.613781672,0.001951346,FALSE
1.018709717,54538400,1.993240158,13.62499992,0.613781672,0.001970197,FALSE
1.028203456,75710600,2.015880801,13.77976239,0.613781672,0.001945761,FALSE
1.015694287,62308400,1.994981779,13.63690495,0.613781672,0.001968295,FALSE
1.01922497,80617600,2.005431217,13.70833317,0.613781672,0.001956963,FALSE
1.021724917,99268400,2.013268369,13.76190484,0.613781672,0.00194855,FALSE
0.99405332,52536400,1.959279265,13.39285672,0.613781672,0.002008022,FALSE
0.968152666,58569000,1.907031929,13.03571463,0.613781672,0.002069138,TRUE
0.953342038,53768400,1.875683468,12.82142897,0.613781672,0.002107626,TRUE
0.988849444,75000800,1.944475919,13.29166691,0.613781672,0.002024969,TRUE
0.993195625,53193000,1.95231307,13.34523857,0.613781672,0.002015962,TRUE
0.95154484,59262000,1.868717128,12.77380983,0.613781672,0.002116375,TRUE
0.93825207,57064000,1.839980955,12.57738074,0.613781672,0.002153242,TRUE
0.907861601,66798200,1.777284034,12.14880943,0.613781672,0.002238315,TRUE
0.909730824,86146200,1.778154845,12.15476195,0.613781672,0.002237087,TRUE
0.909715871,59897600,1.774671748,12.13095287,0.613781672,0.002242005,TRUE
0.907536859,60459000,1.765963785,12.0714287,0.613781672,0.002254397,TRUE
0.947368422,95456200,1.841722576,12.58928577,0.613781672,0.002150971,TRUE
0.927712,67163600,1.800795343,12.30952342,0.613781672,0.002205636,TRUE
0.930675467,61282200,1.804278586,12.33333349,0.613781672,0.002200876,TRUE
0.940874709,19024600,1.820823554,12.44642834,0.613781672,0.002178542,TRUE
0.977637255,90384000,1.890486815,12.92261879,0.613781672,0.002089274,TRUE
0.970453896,51324000,1.875683468,12.82142897,0.613781672,0.002107626,TRUE
0.948673326,47824000,1.831273138,12.51785755,0.613781672,0.002164669,TRUE
0.954232914,44485000,1.841722576,12.58928577,0.613781672,0.002150971,TRUE
0.94034131,46544400,1.815598835,12.41071423,0.613781672,0.002185546,TRUE
0.949053173,37059400,1.833014614,12.52976159,0.613781672,0.002162374,TRUE
0.922709049,33786200,1.780767277,12.1726195,0.613781672,0.002233412,TRUE
0.919832856,67834200,1.774671748,12.13095287,0.613781672,0.002242005,TRUE
0.956931309,45784200,1.846947295,12.62499988,0.613781672,0.002144187,TRUE
0.942221853,48168400,1.819082078,12.4345243,0.613781672,0.002180872,TRUE
0.910996055,97227200,1.756385013,12.005952,0.613781672,0.002268186,TRUE
0.91052259,93489200,1.752031104,11.97619041,0.613781672,0.00227451,TRUE
0.902389395,68565000,1.731132082,11.83333298,0.613781672,0.002305362,TRUE
0.912152921,82728800,1.745064764,11.92857126,0.613781672,0.002284702,TRUE
0.899748811,113390200,1.715457925,11.72619065,0.613781672,0.002329056,TRUE
0.909782582,94266200,1.728519795,11.81547642,0.613781672,0.002309277,TRUE
0.91174356,77124600,1.725036553,11.79166635,0.613781672,0.002314519,TRUE
0.942951644,44368800,1.777284034,12.14880943,0.613781672,0.002238315,TRUE
0.963643103,25923800,1.809503305,12.3690476,0.613781672,0.002193774,TRUE
0.982715361,58364600,1.805957102,8.886554662,0.609930716,0.025976747,TRUE
0.990108207,51213400,1.817057517,8.941176358,0.609930716,0.025792724,TRUE
0.996010367,43612800,1.824742474,8.978991649,0.609930716,0.025666843,TRUE
0.993575361,36160600,1.817057517,8.941176358,0.609930716,0.025792724,TRUE
1.035700604,98754600,1.893052903,9.315126082,0.609930716,0.024599661,TRUE
1.032831794,127337000,1.886221846,9.281512569,0.609930716,0.02470237,TRUE
1.056219473,146718600,1.928915847,9.491596502,0.609930716,0.024074157,TRUE
1.091446004,115075800,1.994664719,9.815126307,0.609930716,0.023166846,TRUE
1.075349284,106864800,1.963925033,9.663865847,0.609930716,0.023582378,TRUE
1.109438437,121886800,2.026258306,9.970588544,0.609930716,0.02275476,TRUE
1.126586868,169754200,2.059559549,10.13445363,0.609930716,0.022335979,TRUE
1.128941953,155010800,2.066390606,10.16806715,0.609930716,0.022251973,TRUE
1.066262273,254552200,1.951116819,9.600840597,0.609930716,0.023759949,TRUE
